title,node_id,path,short_description,uuid
"Related Programs",30686,"/related-programs","Massachusetts Office of Coastal Zone Management (CZM) works closely with a variety of related programs.","192e54a3-41ca-4011-b83d-e40e14ce38eb"
"Women, Infants, & Children (WIC) Nutrition Program",30676,"/women-infants-children-wic-nutrition-program","The WIC Nutrition Program keeps pregnant and breastfeeding women and kids under 5 healthy.","c2a536e3-4d65-4408-b6c7-db4efd9897c8"
"Submit Homeland Security Quarterly Reports",30951,"/submit-homeland-security-quarterly-reports","For State-Share, NSGP, Regional HSGP funding programs","e03a0cd3-ad0a-4fac-9788-9b7f80c9c024"
"Energy Storage Initiative",30611,"/energy-storage-initiative","The Energy Storage Initiative (ESI) aims to make the Commonwealth a national leader in the emerging energy storage market.","c31d819e-82f0-479e-b06c-fdaee359bbdc"
"Deleading on My Own",30581,"/deleading-on-my-own","With training, you can perform low- and moderate-risk deleading.","7f1cc1ab-1acd-4750-80ff-49465f0bd68e"
"Public Records",30471,"/public-records","The OSA is committed to transparency in government. Here you’ll find information on requesting public documents from our office.","40ea44aa-3eab-441f-9ae5-97a66edb8cf7"
"DPU Siting Division",30421,"/dpu-siting-division","The Siting Division issues licenses to construct and operate transmission lines and provides necessary exemptions from municipal zoning for energy facilities.","f10c8d8a-0aae-4f1b-913c-4ff88bcbb2e5"
"Resources for Victims",30391,"/resources-for-victims-0","Find resources for victims of crimes whose perpetrators are Department of Correction inmates.","4e41bc29-509c-46aa-b25e-8099e91aab9b"
"Family Caregiver Support Program",30396,"/family-caregiver-support-program","This program can help you care for a member of your family. A Caregiver Specialist will create a plan and give you tips and support.","6c74a90d-e5a8-4bfe-9942-cdb86f405152"
"EEC Learning Standards and Curriculum Guidelines",30331,"/eec-learning-standards-and-curriculum-guidelines","The Department of Early Education and Care (EEC) has developed learning standards and curriculum guidelines for educators in child care and early education.","2b6cc78f-a87a-40f0-a957-dcb83f5470f7"
"CORE Plan for Nonprofits",30181,"/core-plan-for-nonprofits","Connecting Organizations to Retirement","7646e97d-6252-4d70-9042-70386a5e2b30"
"Rare Reptile and Amphibian Conservation",30271,"/rare-reptile-and-amphibian-conservation","The NHESP protects reptiles and amphibians listed as Endangered, Threatened, or of Special Concern in Massachusetts.","a0292284-2a1f-4909-9561-76d03be2eb69"
"Finding and Removing Lead",30186,"/finding-and-removing-lead","These resources can help you find out if you have lead in your home and how to remove it. Some deleading work must be done by licensed deleaders and other work may be done by homeowners.","ecc473c7-765b-4ad2-ab07-cb7860c4d62b"
"One Care",30111,"/one-care","MassHealth and Medicare have joined together with health plans in Massachusetts to offer One Care: MassHealth plus Medicare","22d5d82a-ebfe-4688-ac25-b6c3da8d2611"
"Boiler and Pressure Vessel Safety Program",30021,"/boiler-and-pressure-vessel-safety-program","The Boiler and Pressure Vessel program manages the registration and inspection of all non-residential boilers and pressure vessels within the Commonwealth","87365b20-80e8-490c-a2b6-435cc3e0c505"
"Banks and credit unions",30086,"/banks-and-credit-unions","Learn more about banks and credit unions. Find resources to help you pick a financial institution, product, service, or account.","ac990586-4871-40cd-9f55-c175a515bfa8"
"Military and Veteran RMV Information",29931,"/military-and-veteran-rmv-information","The RMV makes certain exemptions from regular procedures and waives certain fees for military service members, veterans, and their spouses/dependents.","617e644f-7d73-4532-9686-58c805492dff"
"John W. McCormack Building",29846,"/john-w-mccormack-building","1 Ashburton Place, Boston, MA","751355d9-2803-4301-af04-0bab1df7d54c"
"Grant Programs offered by the Division of Conservation Services",29811,"/grant-programs-offered-by-the-division-of-conservation-services","Learn about the grant programs offered by DCS.","adef24de-b57d-4b86-955f-b8e6fccb7e4b"
"Environmental Guidance and Tools for Businesses",29556,"/environmental-guidance-and-tools-for-businesses","Find information on regulatory compliance, safer alternatives, pollution prevention, energy efficiency, and water conservation.","21ae5c6e-9741-4ff4-9fc2-aaa06b2dfe2c"
"Hiring Foreign Workers (FLC)",29456,"/hiring-foreign-workers-flc","The Foreign Labor Certification (FLC) unit is responsible for assisting employers who anticipate a shortage of domestic workers to bring non-immigrant foreign workers to the U.S. on a temporary or seasonal basis.","a6980ba2-4aae-4286-832f-95912ad7243f"
"Commercial Opportunities",29491,"/commercial-opportunities","DCR offers special permits for concession vendors to provide food, activities, and limited merchandise to the public.","5fd2b6de-53e9-4c47-9661-331c9ab44ab0"
"Rare Mammal Conservation",29606,"/rare-mammal-conservation","Several species of mammals are listed under the Massachusetts Endangered Species Act.","3fd8405f-685d-478a-b451-8acf94cb0521"
"Apply for a Homeland Security Grant",29396,"/apply-for-a-homeland-security-grant","Regional, State-Share, and Non-Profit Security Grant Programs","6df94140-5a88-466c-82b0-d6cfa39dcf6c"
"Get Involved",29156,"/get-involved","Learn how you can get help out DCR's conservation efforts.","f4c1b83e-d12b-4fd4-ac48-e99015f5aa03"
"Municipal Finance Oversight Board",29126,"/municipal-finance-oversight-board","The Municipal Finance Oversight Board considers applications from municipalities to use the state's bond rating to borrow money for capital improvements, land acquisition, and emergency repairs.","31cef030-699a-4ca6-97d9-af8902b15c97"
"Fisheries Habitat Restoration and Monitoring",29041,"/fisheries-habitat-restoration-and-monitoring","Learn more about our habitat program that helps enhance the fisheries in our state.","814d3d39-3253-4b3d-a040-eb97bb85202a"
"Rare Invertebrate Conservation",28996,"/rare-invertebrate-conservation","The NHESP protects invertebrate animals listed as Endangered, Threatened, or of Special Concern in Massachusetts.","ec75d833-f0ad-4fe6-ac35-3724174a9680"
"Quarterly Cash Flow Updates from the Treasury",28976,"/quarterly-cash-flow-updates-from-the-treasury","Each quarter, the Cash Management Department updates the state on our budget.","5eceaab1-5ef6-4dc5-81cc-ed5b6a7ce566"
"Monthly Local Aid Payments from the Treasury",28946,"/monthly-local-aid-payments-from-the-treasury","The Cash Management Department distributes monthly local aid payments to our cities and towns.","684b8f99-d017-4793-8f24-9ca9585db0eb"
"Small Business Banking Partnership",28931,"/small-business-banking-partnership","This initiative invests state funds for loans to small businesses in Massachusetts.","4a6b9b83-66d7-47c9-9aaf-8221a15dbeed"
"Flexible Spending Account Pretax Benefits",28811,"/flexible-spending-account-pretax-benefits","Save money with the GIC FSA pretax benefits","51e4ce3b-dcad-433a-8070-064eeb51c9d1"
"Life Insurance and Accidental Death",28806,"/life-insurance-and-accidental-death","Life insurance helps provide for a state employee's family's economic well-being in the event of your death. This benefit is paid to your designated beneficiaries.","016fe64e-301e-4b94-a277-5238b1f4f251"
"Training Opportunities Program (TOP)",28756,"/training-opportunities-program-top","The Training Opportunities Program (TOP) allows you to collect unemployment benefits while you attend full-time, approved training for new job skills.","f2af2682-7579-4ac3-a64f-d044ee7d84b4"
"Seasonal fire safety",28616,"/seasonal-fire-safety","Different seasons bring different fire risks. Learn about risks and safety at holidays, during open burning season, during the home heating season and more.","93443ee2-a1b6-4049-8725-e6c71e43a3bc"
"Fire safety for college students",28576,"/fire-safety-for-college-students","Students away from home for the first time can learn to stay safe from fire in dorms and in off-campus housing.","a502b7f6-2faa-4b9e-9ce6-cb88e4c60a77"
"Fire Safety for Children",28536,"/fire-safety-for-children","Teaching children about fire safety saves lives.","a8c3e919-88ac-4d7a-9d3d-4740b81cd979"
"Fire Safety for people at risk",28531,"/fire-safety-for-people-at-risk","Some of our fire safety materials are geared to specific audiences including: children, older adults, and college students.","0387f7fd-bbe6-432f-bfce-3bb0a84cb8e4"
"Multilingual fire safety",28521,"/multilingual-fire-safety","DFS has material about most safety topics in multiple languages.","5d99d918-3ba6-4d10-a6e7-2eb44fa742e4"
"Smoke and carbon monoxide alarms",28476,"/smoke-and-carbon-monoxide-alarms","Working smoke and carbon monoxide alarms give early warning of danger and are the most important ways to prevent fatal fires and CO poisoning.","4e7012c1-bde9-42a7-843b-22b2a2863a93"
"Winter home heating safety",28451,"/winter-home-heating-safety","Learn how to keep your home safe from fire and carbon monoxide in winter.","3d4469f0-4467-4cc7-8063-2d7c7b148af3"
"Cooking and Burn Safety",28436,"/cooking-and-burn-safety","Learn about cooking and burn safety","15a03ff1-838f-4122-a10a-da83da47cfc9"
"Early Childhood Services and Resources for Families",28111,"/early-childhood-services-and-resources-for-families","It's important to find an environment that will help nurture your child’s growth, development, and set the stage for future learning.","97ca0f1c-f56d-466a-bf11-235bcb91ca55"
"Training Provider Information",28056,"/training-provider-information","TrainingPro is an online application provided by DCS. It allows training organizations wishing to provide services to eligible customers, under workforce development programs, the ability to submit their training courses for approval.","666644ae-1c45-49b2-95d3-d7debb80bfd0"
"Early Education and Care Funding and Grant Opportunities",28046,"/early-education-and-care-funding-and-grant-opportunities","The Department of Early Education and Care (EEC) provides grants and other funding opportunities to support program development and quality.","397b1809-7f45-43c5-938a-dfdd498f6dcd"
"Information for Bus, Moving, and Towing Companies",27826,"/information-for-bus-moving-and-towing-companies","Get permission for your company to transport people and goods, or to tow away trespassing vehicles.","67597a65-2dac-436a-8bd5-daa3a942f58a"
"Information for MassHealth members",27776,"/masshealth-service","Find information and links for MassHealth members.","e65ddd4c-f6fd-4283-bfcd-1be18075f6ab"
"Sponsorships",27676,"/sponsorships","Learn about EEA's Partnership Initiative Sponsorships","db0b9ed8-0fc5-4588-9cd6-4838536b4d81"
"Community Compact IT Grant Program",27541,"/community-compact-it-grant-program","This competitive grant program focuses on driving innovation and transformation at the local level via investments in technology.","41b2080b-1b79-44a0-9194-919fa1185940"
"Rare Fish Conservation",27626,"/rare-fish-conservation","The NHESP protects freshwater fishes listed as Endangered, Threatened, or of Special Concern in Massachusetts.","826af115-d029-44bc-af1d-6b57cf035a46"
"Explore GIS uses and resources",27601,"/explore-gis-uses-and-resources","Review some of our completed projects, learn who is teaching GIS classes, and get other free resources.","5597aa9e-06e3-46db-bf97-c933c403e971"
"Efficiency & Regionalization grant program",27466,"/efficiency-regionalization-grant-program","The Efficiency & Regionalization grant program provides financial support for entities interested in implementing regionalization and other efficiency initiatives.","c98c102d-cfbb-4da4-a4e4-da18b3e23f9e"
"Early Education and Care Financial Assistance for Families",27361,"/early-education-and-care-financial-assistance-for-families","If you cannot afford to enroll your child in child care, you may qualify for financial assistance through the Department of Early Education and Care (EEC).","c666b7b7-7753-430c-9d9e-d8fafc8d5315"
"Workers' compensation services",27291,"/workers-compensation-services","The services we offer for workers' compensation","16ccd3bc-fcfd-4ffa-9d3e-01f2c3869bb4"
"Working Under 18",27296,"/working-under-18","The Attorney General’s Office enforces youth employment (child labor) laws that protect workers under 18.","4445ccb3-f7e5-4a61-8aa4-4fc849af21b9"
"Best Practices Program",27211,"/best-practices-program","The Community Compact is a voluntary, mutual agreement entered into between the Baker-Polito Administration and individual cities and towns of the Commonwealth.","86b5179d-fe83-4976-9ef2-7b84b2063b86"
"Inmate and Prison Research Statistics",27166,"/inmate-and-prison-research-statistics","We post weekly, monthly, quarterly, and yearly statistical reports on inmate and prison data.","ec27023c-6094-43b1-8a72-00a2c707977f"
"Coastal Water Quality Program",27101,"/coastal-water-quality-program","Massachusetts Office of Coastal Zone Management (CZM) works to help protect coastal waters and reduce pollution.","8e5ad02e-3134-43d4-adbf-448a63f2abc5"
"File an Appeal / Learn about Appeals Process",26736,"/file-an-appeal-learn-about-appeals-process",".","c6aa5be1-c5f0-4594-81cf-c93dfca1e16f"
"DDS Self Directed Supports",26686,"/dds-self-directed-supports","DDS Self Directed Supports","59d1f1c5-bdb2-4268-8f8c-2c03db8dbbca"
"DDS Eligibility Services",26671,"/dds-eligibility-services","DDS Eligibility Services","9889c68d-77c6-45fa-a248-030d92b39514"
"DDS Autism Waiver Services",26661,"/dds-autism-waiver-services","DDS Autism Waiver Services","44ee846b-fdc7-491f-9235-6aad84e92273"
"Find a Massachusetts Watershed",26621,"/find-a-massachusetts-watershed","Learn about Massachusetts 27 different watersheds.","1a2ab228-0c10-452a-afe1-0be841ad5a06"
"Seafood and Bait Dealers",26526,"/seafood-and-bait-dealers","Everything you need to know about permitting and regulations for seafood dealers in Massachusetts.","2e6cfc7e-7f9a-4188-a887-6414faeefc6d"
"Mosquito Control Services",26426,"/mosquito-control-services","Assistance with breeding sites, arboviruses, source reduction at home (Integrated Pest Management), and personal protection.","bffbaefd-fb95-4f94-ae48-6b42dab19294"
"Tick Prevention",26366,"/tick-prevention","Prevent tick bites, remove ticks from your skin, and reduce tick populations around your home.","74b928e1-ee62-49b2-afa1-88bb31730021"
"Massachusetts State Police Student Trooper Program",26131,"/massachusetts-state-police-student-trooper-program","The American Legion, Department of Massachusetts, Inc. sponsors a \""Student Trooper Program\"" in cooperation with the Massachusetts State Police Academy every year.","477d3233-4c25-4c26-995c-a1385c232bd8"
"Certification Unit",26071,"/certification-unit","The Certification Unit is responsible for licensing private detectives and Watch, Guard, or Patrol agencies, appointing Special State Police, and conducting various background investigations for police-related agencies.","a31cc3b5-5a36-478d-8d4f-610b5f4be08a"
"Other Capital Projects",25946,"/other-capital-projects","Find information about capital projects managed by the Division of Capital Asset Management and Maintenance (DCAMM) that are planned, underway or recently completed.","8a1dfa3c-a77f-4b8b-9fb1-09701e38ad47"
"Human Services Agencies Projects",25926,"/human-services-agencies-projects","Find information about human services projects managed by the Division of Capital Asset Management and Maintenance (DCAMM) that are planned, underway or recently completed.","f4054370-ddec-4e93-8091-cce874a5a98d"
"Environmental Agencies Projects",25916,"/environmental-agencies-projects","Find information about environmental projects managed by the Division of Capital Asset Management and Maintenance (DCAMM) that are planned, underway or recently completed.","788bd9b0-5d5c-4db8-a005-cb445b331e0e"
"Information for regulated industries",25921,"/information-for-regulated-industries","DFS issues licenses and permits for several regulated industries","ebde30e0-b31d-41bb-bb9d-3a4b910838c6"
"Decisions, Statutes, Regulations, Meeting Minutes, & Forms",25891,"/decisions-statutes-regulations-meeting-minutes-forms","DLR and CERB decisions, statutes, regulations, meeting minutes, & forms.","c763abd9-d83b-44bf-85fe-fa567b3af5d8"
"Joint Labor-Management Committee (JLMC)",25881,"/joint-labor-management-committee-jlmc","We assist in resolving collective bargaining disputes involving municipalities and their police officers and fire fighters.","4fe2cf1d-a0f5-47cd-9aaa-f4e48adb3d62"
"Arbitration",25871,"/arbitration","We provide arbitration services to assist employers and employee representatives in resolving contractual disputes.","5a08831d-4bc8-4734-b574-77e0dab1461b"
"Representation",25841,"/representation","We are authorized to determine appropriate bargaining units giving due regard to such criteria as community of interest, efficiency of operations, and safeguarding effective representation.","bfd4cf97-5ea9-486e-b815-c66e5ceb67c3"
"Interest Rates for Security Deposits and Late Payment Charges",25826,"/interest-rates-for-security-deposits-and-late-payment-charges","Find information on interest rates.","a15f160f-ee63-43b8-997f-0f8c146c4249"
"Fire safety information for the public",25781,"/fire-safety-information-for-the-public","Do you need information on a specific type of fire safety such as smoke and CO alarms, cooking safety, or heating safety? Search here for a wide range of materials.","cb58b1ae-367d-4b3c-a473-cb496ba56bfb"
"Become a Certified Instructor",25741,"/become-a-certified-instructor","Potential Instructors must attend certification training prior to becoming certified as an instructional trainer and attend re-certification training to maintain their instructor level.","54e96a3a-850f-42b7-8aee-ba573f161d56"
"Water Distribution Companies",25711,"/water-distribution-companies","Find information about the Department of Public Utilities' (DPU) regulation of investor-owned water utilities.","6c7fd888-5f0d-4615-8626-087f5ce7b6b0"
"Information for Researchers",25701,"/information-for-researchers","Non-criminal justice agencies and organizations looking to access Criminal Offender Record Information (CORI) for a valid educational, scientific, or other purpose must request permission from the Department of Criminal Justice Information Services.","18daf314-e55c-4af0-9e99-bf18ef9536f7"
"Park and Ride",25736,"/park-and-ride","As you decide how to commute to and from work everyday, consider using one of the many Park and Ride lots to carpool, vanpool, or ride the commuter bus.","4ae3f95d-09d9-4acd-b9de-2717f3ed575d"
"PCA Resources",26211,"/pca-resources","Union/Trainings, Paul Kahn Awards, and Reports and Publications","ce167b6e-258a-4949-bc8b-0b2ba0bd233a"
"Higher Education Projects",25641,"/higher-education-projects","Find information about higher education projects managed by the Division of Capital Asset Management and Maintenance (DCAMM) that are planned, underway or recently completed.","e4b93354-e0c6-4f84-8af0-bca121671b05"
"OSA Public Meeting Notices",25611,"/osa-public-meeting-notices","The Office of the State Auditor is committed to transparency. Find notices of open meetings here.","71414101-6311-4105-8ca2-446728f76130"
"Courts Projects",25551,"/courts-projects","Find information about courts projects managed by the Division of Capital Asset Management and Maintenance (DCAMM) that are planned, underway or recently completed.","2990e85b-bd21-41db-bef2-136fa1395abe"
"Information to Get You Started",25571,"/information-to-get-you-started","Here is what families, funeral directors, law enforcement, and hospital, nursing, and state facility staff should know when the Office of the Chief Medical examiner accepts jurisdiction over a death.","f0928faf-b905-47fe-83a6-ad19bcdc5abc"
"Rare Bird Conservation",25556,"/rare-bird-conservation","Conservation of rare birds and their habitats is an important focus of the NHESP.","594bd79c-0431-4542-b9a9-e4521a6e8c91"
"Career Opportunities at the Office of the State Auditor",25166,"/career-opportunities-at-the-office-of-the-state-auditor","Join the team at the OSA and help us make government work better. Find our current job postings and learn about the benefits of working at the OSA.","2885eda1-36d9-407a-8b06-efaaf072f23b"
"Coastal Habitat Program",25066,"/coastal-habitat-program","Massachusetts Office of Coastal Zone Management (CZM) works to monitor and protect salt marsh, eelgrass, and other coastal habitats.","5b188fcd-8872-404e-bf27-e217a6f9b6fd"
"Resources for Early Education Programs",24611,"/resources-for-early-education-programs","The Department of Early Education and Care (EEC) supports all programs in providing high-quality learning environments for children","cdac7d5d-652f-4837-b044-01e8fba740ae"
"Asbestos Safety Program",24376,"/asbestos-safety-program","Hotline: (617) 626-6960 Email: DLSfeedback@state.ma.us","42306bbe-af36-4510-87ce-2a9f64a2e4e6"
"Energy Management Services (EMS)",24336,"/energy-management-services-ems","An alternative procurement method for energy saving performance contracting","0dd93a0b-8b95-4708-b601-a53a5028f561"
"Credit and debt",24286,"/credit-and-debt","Learn more about credit and debt.","25014732-61ca-433f-8e3d-af1e379abb8b"
"Be Prepared for Emergencies & Disasters",24386,"/be-prepared-for-emergencies-disasters","Be prepared for emergencies to keep your family safe and protect your home and community.","618f101f-c823-4891-bd67-cf7eba6a7432"
"Upcoming DCAMM Design & Construction Projects",24191,"/upcoming-dcamm-design-construction-projects","A look ahead for upcoming projects for design and construction at the Division of Capital Asset Management and Maintenance (DCAMM).","6afa5fd7-ba34-4129-8c01-280ba72e9cd2"
"Amending or Correcting a Record of Birth, Death, or Marriage",23981,"/amending-or-correcting-a-record-of-birth-death-or-marriage","The Registry of Vital Records and Statistics (RVRS) can make changes to vital records to fix errors or to amend information as allowed by law.","1310f61a-1450-47ea-87ed-994ec8171ca6"
"High School Financial Education Fairs",24106,"/high-school-financial-education-fairs","Financial education fairs are an effective way to teach critical life skills like saving, spending, and budgeting.","b1bb9c72-2762-4098-907f-8f8b1f5cc4e0"
"Financial Resources for Consumers",23786,"/financial-resources-for-consumers","The Division of Banks (DOB) offers a variety of online services for you. Use the links provided to learn more about a specific service.","59c88a1b-a0f8-47ca-9f47-22cf75a4809a"
"Women's Economic Empowerment Series",23681,"/womens-economic-empowerment-series","We offer free financial empowerment workshops designed to help women gain the tools they need to secure their economic future.","c87477ee-4f9d-4abc-b162-30894f1a2f5d"
"Loans and mortgages",23686,"/loans-and-mortgages","Learn more about lending products and services that may be available to you in Massachusetts.","865c8e9a-6563-4b8b-b245-3444bfae6c32"
"DCS Multilingual Services",23656,"/dcs-multilingual-services","Office of Multilingual Services ensures meaningful access to all aspects of EOLWD Agencies: DUA, DCS, DIA and DLS programs, services and activities for all Limited English Proficiency (LEP) customers.","b2166451-05c5-4684-a9ac-6da9b15c906a"
"Economic Empowerment Trust Fund",23606,"/economic-empowerment-trust-fund","The goal of the Economic Empowerment Trust Fund is to promote the long-term economic security and stability of all Massachusetts residents.","6248cedc-1c37-408d-a1b1-b4b0c4db6be3"
"RMV Records Requests",23571,"/rmv-records-requests","The RMV maintains records on driving histories, as well as motor vehicle crashes and vehicle registration and titles. You can apply to request copies of some publicly available information.","90a5b4db-c0c3-4439-9eb3-b9948f2f2833"
"Enforcement Division (ABCC)",23631,"/enforcement-division-abcc","We impact public safety and the quality of life in Massachusetts through effective alcohol law enforcement.","b9a71a0a-15dc-43dd-a678-7a45b7812875"
"About DOER",23511,"/about-doer","Creating a Clean, Affordable and Resilient Energy Future for the Commonwealth","fd48ad23-1218-41e3-a243-ac64e4464529"
"RMV Professional Certifications & Credentials",23546,"/rmv-professional-certifications-credentials","The RMV works with business partners to make sure that our roads are safe and drivers are properly credentialed to operate vehicles.","5763a167-2d00-4d2f-a894-0dbfb40704fa"
"Forensic Pathology Fellowship",23441,"/forensic-pathology-fellowship","If you are a qualified pathology resident, you can apply for one of 4 forensic pathology fellowship positions.","e8611ed5-01b7-41d1-a194-ba68ab1f65d0"
"Vehicle Registration and Title",23331,"/vehicle-registration-and-title","If you own or lease a motor vehicle or trailer in Massachusetts, you must meet certain obligations to keep your vehicle legally registered and safe for the road.","45ce8547-11a0-4190-b922-4854bdde12e0"
"Ordering a Birth, Marriage, or Death Certificate",23316,"/ordering-a-birth-marriage-or-death-certificate","You can request certified copies of Massachusetts vital records.","ed773627-bab9-4a5f-9d0c-51c6b0b6e015"
"Passenger (Class D) Driver's Licenses",23296,"/passenger-class-d-drivers-licenses","If you are a Massachusetts resident (or even a non-resident), you must have a valid driver's license to operate a motor vehicle on any public road, highway, or other way permitting access to the public.","137933c2-bce3-4418-b60d-ad608ec5ecf2"
"Medical Standards Related to Driving",23266,"/medical-standards-related-to-driving","The RMV's Medical Affairs department is primarily responsible for setting agency policies and procedures regarding physical qualifications for driver's licenses.","b2dab4ea-8a6c-48ea-b93c-5ca50ec4a30c"
"The DIA's Document Management System (DMS)",23176,"/the-dias-document-management-system-dms","The document management system is the primary way the DIA stores all case-related documents.","ffc95897-ee5f-475a-aa42-01c00281c222"
"Suspension Hearings",23116,"/suspension-hearings","Suspension hearings are held with an RMV Hearings Officer at certain RMV Service Centers.","69aa1b9c-7a40-4758-99c6-424da18d08ab"
"Learn about Wildlife",23136,"/learn-about-wildlife","If you want to learn more about common animals in Massachusetts—or if you are having a problem with wildlife and want to know what to do—these pages can help.","b010e75b-e554-4a00-9542-a0afaf3f4196"
"Problems with Wildlife",23101,"/problems-with-wildlife","Usually wild animals don’t interact with humans, but sometimes they can cause problems.","ab35fba6-33b2-4cac-9fa9-cd0d1cb1fa53"
"Tools for Cities and Towns",22841,"/tools-for-cities-and-towns","Your city and town can take advantage of a number of online resources to help improve your energy initiatives.","860de128-6c54-484f-a044-38d74af43582"
"Solarize Massachusetts",22686,"/solarize-massachusetts","Program results and expansion of solar power in the Commonwealth","62d01ebe-39eb-4908-9e78-0660ad0a5104"
"Division of Banks Licenses",22731,"/division-of-banks-licenses","The Division of Banks (DOB) licenses non-deposit companies and individuals. Learn more about the licensing process and eligibility requirements.","55ac698a-de48-430c-b659-ee6bb67afed6"
"Corporate Excise Tax",22566,"/corporate-excise-tax","Massachusetts imposes a corporate excise tax on certain businesses.","ced412bf-b35c-45ca-ad59-44e9497f23d9"
"Health Insurance Counseling",22441,"/health-insurance-counseling","The SHINE Program (Serving the Health Information Needs of Everyone) provides free health insurance information, counseling and assistance to all Massachusetts residents with Medicare.","b34becf8-6056-41e4-943d-a91bbcd20ab6"
"WorkShare for Employers",22391,"/workshare-for-employers","WorkShare is a program that offers a smart alternative to layoffs. Employees work reduced hours while collecting unemployment benefits to supplement their lower wages.","bf302159-39ea-4260-9e68-9988b0d85968"
"Workers' Compensation for Attorneys",22396,"/workers-compensation-for-attorneys","Attorneys can find out how best to represent their clients and how our document management system works.","d0462359-74a9-4b1f-9e1b-8a3c14d93fd5"
"WorkShare for Workers",22366,"/workshare-for-workers","When your employer participates in WorkShare, it allows you to keep your job and continue to receive company benefits while working reduced hours.","b4a5ae5a-9834-4369-8c44-1967e1e59a6c"
"Starting a Corporation",22116,"/starting-a-corporation","Learn what steps are required to start a Massachusetts corporation and the different kinds of corporations to choose from.","04a92b3d-c091-4d64-acc7-e4bd6d0cd974"
"Leading By Example Program",21961,"/leading-by-example-program","The Leading by Example (LBE) Program facilitates and promotes state government clean energy and sustainability initiatives.","c4405826-dc03-4de4-8289-304c9f745027"
"Types of Businesses",21746,"/types-of-businesses","Learn about different types of business organizations.","c00eb35a-f3ca-44f8-8d3c-73e325bf649c"
"Information for Victims",21526,"/information-for-victims","If you have been impacted by a crime, you may be able to receive certain services from several state agencies.","3ddaea6c-4a32-4c62-b3b6-9fd3ca788e04"
"Prequalification of Horizontal Construction Firms",21096,"/prequalification-of-horizontal-construction-firms","You may be eligible to prequalify as a horizontal contractor.","36edae7f-0c40-4bb7-8929-5c576b5f0864"
"Division of Banks overview",20736,"/division-of-banks-overview","Learn about the Division of Banks (DOB), our mission and how we achieve our goals.","cd1bebc0-b43a-4a27-8c27-6bd842b5ede0"
"MassHealth for Providers",19736,"/masshealth-for-providers","Whether you are already a MassHealth provider, want to enroll, or are just looking for information, you can find all your resources here.","6caaf2ab-c167-4627-b5b2-07cecefec72c"
"Mass Talent Connect",19706,"/mass-talent-connect","Serving individuals who have been unemployed for more than six months","9731d86f-3177-440e-80bf-6714c6efcf8e"
"Where to Hunt in Massachusetts",19656,"/where-to-hunt-in-massachusetts","Understand your options and learn about regulations and available tools to find your perfect hunting spot.","81fe9a74-04cc-416f-b4a4-0179ded05e0f"
"Water Resources Permitting & Reporting | MassDEP",19626,"/water-resources-permitting-reporting-massdep","Find forms, applications, and permits for MassDEP's water programs.","8d926275-097e-4042-85ba-a192172f2608"
"Drinking Water Public Health Orders",19621,"/drinking-water-public-health-orders","Look up the status of all drinking water public health orders issued by MassDEP. If you have specific questions about your town's health order, contact your local public water supplier.","bc2ff10a-1e56-49ba-862f-9bbaa85ace9a"
"Deposit Bottle & Can Recycling",19616,"/deposit-bottle-can-recycling","There is a five cent deposit on carbonated soft drink, beer, malt beverage, and sparkling water containers sold in Massachusetts. Find out where to return them for a refund.","a8ae22c0-d391-4073-bb15-d1d6027755a6"
"Toxics & Chemicals Permitting & Reporting",19556,"/toxics-chemicals-permitting-reporting","Applications and forms for complying with Department of Environmental Protection (MassDEP) permitting, compliance certification, and reporting requirements.","1167e2d4-ccf8-4889-919d-23ad24f847fc"
"Find Out about a Contaminated Property",19511,"/find-out-about-a-contaminated-property","Find locations and details about oil and hazardous material disposal sites in Massachusetts.","dccba035-56d0-44a6-b1ac-bd092827a575"
"Massachusetts Vehicle Check",19486,"/massachusetts-vehicle-check","Find a nearby inspection station or registered emissions repair shop.","4aef77c5-37ce-43a0-8d88-ab3335d5017f"
"Asbestos Project Lookup",19471,"/asbestos-project-lookup","Search for asbestos projects that MassDEP has been notified of in your area.","9299d079-6bbb-49b8-bd9b-d4c795bbcd0a"
"MassGIS standards",19331,"/massgis-standards","As the Commonwealth’s Bureau of Geographic Information, MassGIS has the formal legislatively assigned authority and mandate to set standards for the acquisition, management, and reporting of geographical information.","9642b3e9-dcf4-4f64-926f-7e5aed7402f7"
"The Equitable Business Opportunities solution",19246,"/the-equitable-business-opportunities-solution","The Equitable Business Opportunities Solution (EBO) is an internet-based management and control application.","ba9ade7b-b9a2-4026-b7c3-f17d7fe8e7b1"
"Septic Systems & Title 5",19181,"/septic-systems-title-5","Many homes in Massachusetts have septic systems. There are specific regulations about the installation, use and maintenance of these systems that you need to know.","a0f460d9-60d3-45ab-b1a9-00108ad1e0b0"
"Home and Auto Fuel Prices",19176,"/home-and-auto-fuel-prices","Learn about energy pricing and market updates.","56159c37-2494-45d8-8912-3325e14cee96"
"Dig Safe",19166,"/dig-safe","Planning a dig? Contact Dig Safe (call 811) to make sure you avoid damaging utility lines. If someone has violated the Dig Safe law, you can report it to the DPU.","f7b5167f-a05f-4a52-bf7c-06349c96ab38"
"Employment at the Division of Banks",19186,"/employment-at-the-division-of-banks","The Division of Banks (DOB) is always taking resumes for employment at various positions within the agency. Learn more about positions at the DOB.","2ed91a81-717b-473e-9009-e277b5335ac2"
